"","journal_issn","year","title","authors","journal","volume","issue","pages","doi","apa_reference","link","citation_count","abstract","first_author_affiliation","first_author_country","open_access","n_authors","status","docType","scholarlyOutput","citationCount","citeScore","percentCited","subjectCode.3200","rank.3200","percentile.3200","subjectCode.2700","rank.2700","percentile.2700","journal_meta_title","publisher","journal_coverageStartYear","journal_coverageEndYear","journal_is_openAccess","openAccess_articles","openArchive_articles","openAccess_type","openAccess_start_date","openAccess_allow_author_paid"
"63","09567976","2024","White by Another Name? Can Anti-Christian Bias Claims Serve as a Racial Dog Whistle?","Al-Kire, R.L., Miller, C.A., Pasek, M.H., Perry, S.L., Wilkins, C.L.","Psychological Science","35","4","415-434","10.1177/09567976241236162","Al-Kire, R.L., Miller, C.A., Pasek, M.H., Perry, S.L., Wilkins, C.L. (2024). White by Another Name? Can Anti-Christian Bias Claims Serve as a Racial Dog Whistle?. Psychological Science, 35(4), 415-434. https://doi.org/10.1177/09567976241236162","https://doi.org/10.1177/09567976241236162","2","Four preregistered experiments (N = 4,307) explored whether anti-Christian bias claims can discreetly signal White allyship among Christian American adults. In Experiments 1 and 2, reading about anti-Christian bias led White, but not Black, Christians to perceive more anti-White bias. Experiments 3 and 4 demonstrate the connection between Christian and White can be leveraged by politicians in the form of a racial dog whistle. In Experiment 3, White Christians perceived a politician concerned about anti-Christian bias as caring more about anti-White bias and more willing to fight for White people (relative to a control). This politician was also perceived as less offensive than a politician concerned about anti-White bias. In Experiment 4, Black Christians perceived a politician concerned about anti-Christian bias as less offensive than one concerned about anti-White bias yet still unlikely to fight for Black people. Results suggest “anti-Christian bias” can provide a relatively palatable way to signal allegiance to White people.","The University of Oklahoma","United States","0","5","In-Progress","all","489","4560","9.3","86","3200","16","92",NA,NA,NA,"Psychological Science","SAGE Publications Inc.","1990","2024",0,0,0,NA,NA,0
"64","09567976","2024","On the Efficacy of Accuracy Prompts Across Partisan Lines: an Adversarial Collaboration","Martel, C., Rathje, S., Clark, C.J., Pennycook, G., Van Bavel, J.J., Rand, D.G., van der Linden, S.","Psychological Science","35","4","435-450","10.1177/09567976241232905","Martel, C., Rathje, S., Clark, C.J., Pennycook, G., Van Bavel, J.J., Rand, D.G., van der Linden, S. (2024). On the Efficacy of Accuracy Prompts Across Partisan Lines: an Adversarial Collaboration. Psychological Science, 35(4), 435-450. https://doi.org/10.1177/09567976241232905","https://doi.org/10.1177/09567976241232905","5","The spread of misinformation is a pressing societal challenge. Prior work shows that shifting attention to accuracy increases the quality of people’s news-sharing decisions. However, researchers disagree on whether accuracy-prompt interventions work for U.S. Republicans/conservatives and whether partisanship moderates the effect. In this preregistered adversarial collaboration, we tested this question using a multiverse meta-analysis (k = 21; N = 27,828). In all 70 models, accuracy prompts improved sharing discernment among Republicans/conservatives. We observed significant partisan moderation for single-headline “evaluation” treatments (a critical test for one research team) such that the effect was stronger among Democrats than Republicans. However, this moderation was not consistently robust across different operationalizations of ideology/partisanship, exclusion criteria, or treatment type. Overall, we observed significant partisan moderation in 50% of specifications (all of which were considered critical for the other team). We discuss the conditions under which moderation is observed and offer interpretations.","University of Cambridge","United Kingdom","1","7","In-Progress","all","489","4560","9.3","86","3200","16","92",NA,NA,NA,"Psychological Science","SAGE Publications Inc.","1990","2024",0,0,0,NA,NA,0
"65","09567976","2024","Can Invalid Information Be Ignored When It Is Detected?","Ramsey, A.T., Liu, Y., Trueblood, J.S.","Psychological Science","35","4","328-344","10.1177/09567976241231571","Ramsey, A.T., Liu, Y., Trueblood, J.S. (2024). Can Invalid Information Be Ignored When It Is Detected?. Psychological Science, 35(4), 328-344. https://doi.org/10.1177/09567976241231571","https://doi.org/10.1177/09567976241231571","1","With the rapid spread of information via social media, individuals are prone to misinformation exposure that they may utilize when forming beliefs. Over five experiments (total N = 815 adults, recruited through Amazon Mechanical Turk in the United States), we investigated whether people could ignore quantitative information when they judged for themselves that it was misreported. Participants recruited online viewed sets of values sampled from Gaussian distributions to estimate the underlying means. They attempted to ignore invalid information, which were outlier values inserted into the value sequences. Results indicated participants were able to detect outliers. Nevertheless, participants’ estimates were still biased in the direction of the outlier, even when they were most certain that they detected invalid information. The addition of visual warning cues and different task scenarios did not fully eliminate systematic over- and underestimation. These findings suggest that individuals may incorporate invalid information they meant to ignore when forming beliefs.","UNSW Sydney","Australia","0","3","In-Progress","all","489","4560","9.3","86","3200","16","92",NA,NA,NA,"Psychological Science","SAGE Publications Inc.","1990","2024",0,0,0,NA,NA,0
"66","09567976","2024","Do They Look the Same Unless They Are Angry? Investigating the Other-Race Effect in the Presence of Angry Expressions","Imhoff, R., Müller, B.C.N., Heidrich, V.","Psychological Science","35","4","405-414","10.1177/09567976231218640","Imhoff, R., Müller, B.C.N., Heidrich, V. (2024). Do They Look the Same Unless They Are Angry? Investigating the Other-Race Effect in the Presence of Angry Expressions. Psychological Science, 35(4), 405-414. https://doi.org/10.1177/09567976231218640","https://doi.org/10.1177/09567976231218640","0","Ethnic out-group members are disproportionately more often the victim of misidentifications. The so-called other-race effect (ORE), the tendency to better remember faces of individuals belonging to one’s own ethnic in-group than faces belonging to an ethnic out-group, has been identified as one causal ingredient in such tragic incidents. Investigating an important aspect for the ORE—that is, emotional expression—the seminal study by Ackerman and colleagues (2006) found that White participants remembered neutral White faces better than neutral Black faces, but crucially, Black angry faces were better remembered than White angry faces (i.e., a reversed ORE). In the current study, we sought to replicate this study and directly tackle the potential causes for different results with later work. Three hundred ninety-six adult White U.S. citizens completed our study in which we manipulated the kind of employed stimuli (as in the original study vs. more standardized ones) whether participants knew of the recognition task already at the encoding phase. Additionally, participants were asked about the unusualness of the presented faces. We were able to replicate results from the Ackerman et al. (2006) study with the original stimuli but not with more standardized stimuli.","Johannes Gutenberg-Universität Mainz","Germany","1","3","In-Progress","all","489","4560","9.3","86","3200","16","92",NA,NA,NA,"Psychological Science","SAGE Publications Inc.","1990","2024",0,0,0,NA,NA,0
"67","09567976","2024","the Interactive Effect of Incentive Salience and Prosocial Motivation on Prosocial Behavior","Yoon, Y.R., Woolley, K.","Psychological Science","35","4","390-404","10.1177/09567976241234560","Yoon, Y.R., Woolley, K. (2024). the Interactive Effect of Incentive Salience and Prosocial Motivation on Prosocial Behavior. Psychological Science, 35(4), 390-404. https://doi.org/10.1177/09567976241234560","https://doi.org/10.1177/09567976241234560","1","Charities often use incentives to increase prosocial action. However, charities sometimes downplay these incentives in their messaging (pilot study), possibly to avoid demotivating donors. We challenge this strategy, examining whether increasing the salience of incentives for prosocial action can in fact motivate charitable behavior. Three controlled experiments (N = 2,203 adults) and a field study with an alumni-donation campaign (N = 22,468 adults) found that more (vs. less) salient incentives are more effective at increasing prosocial behavior when prosocial motivation is low (vs. high). This is because more (vs. less) salient incentives increase relative consideration of self-interest (vs. other-regarding) benefits, which is a stronger driver of behavior at low (vs. high) levels of prosocial motivation. By identifying that prosocial motivation moderates the effect of incentive salience on charitable behavior, and by detailing the underlying mechanism, we advance theory and practice on incentive salience, motivation, and charitable giving.","Cornell SC Johnson College of Business","United States","0","2","In-Progress","all","489","4560","9.3","86","3200","16","92",NA,NA,NA,"Psychological Science","SAGE Publications Inc.","1990","2024",0,0,0,NA,NA,0
"68","09567976","2024","a Practical Significance Bias in Laypeople’s Evaluation of Scientific Findings","Michal, A.L., Shah, P.","Psychological Science","35","4","315-327","10.1177/09567976241231506","Michal, A.L., Shah, P. (2024). a Practical Significance Bias in Laypeople’s Evaluation of Scientific Findings. Psychological Science, 35(4), 315-327. https://doi.org/10.1177/09567976241231506","https://doi.org/10.1177/09567976241231506","0","People often rely on scientific findings to help them make decisions—however, failing to report effect magnitudes might lead to a potential bias in assuming findings are practically significant. Across two online studies (Prolific; N = 800), we measured U.S. adults’ endorsements of expensive interventions described in media reports that led to effects that were small, large, or of unreported magnitude between groups. Participants who viewed interventions with unreported effect magnitudes were more likely to endorse interventions compared with those who viewed interventions with small effects and were just as likely to endorse interventions as those who viewed interventions with large effects, suggesting a practical significance bias. When effect magnitudes were reported, participants on average adjusted their evaluations accordingly. However, some individuals, such as those with low numeracy skills, were more likely than others to act on small effects, even when explicitly prompted to first consider the meaningfulness of the effect.","University of Michigan, Ann Arbor","United States","0","2","In-Progress","all","489","4560","9.3","86","3200","16","92",NA,NA,NA,"Psychological Science","SAGE Publications Inc.","1990","2024",0,0,0,NA,NA,0
"69","09567976","2024","Multivariate Assessment of Inhibitory Control in Youth: Links With Psychopathology and Brain Function","Cardinale, E.M., Bezek, J., Siegal, O., Freitag, G.F., Subar, A., Khosravi, P., Mallidi, A., Peterson, O., Morales, I., Haller, S.P., Filippi, C., Lee, K., Brotman, M.A., Leibenluft, E., Pine, D.S., Linke, J.O., Kircanski, K.","Psychological Science","35","4","376-389","10.1177/09567976241231574","Cardinale, E.M., Bezek, J., Siegal, O., Freitag, G.F., Subar, A., Khosravi, P., Mallidi, A., Peterson, O., Morales, I., Haller, S.P., Filippi, C., Lee, K., Brotman, M.A., Leibenluft, E., Pine, D.S., Linke, J.O., Kircanski, K. (2024). Multivariate Assessment of Inhibitory Control in Youth: Links With Psychopathology and Brain Function. Psychological Science, 35(4), 376-389. https://doi.org/10.1177/09567976241231574","https://doi.org/10.1177/09567976241231574","3","Inhibitory control is central to many theories of cognitive and brain development, and impairments in inhibitory control are posited to underlie developmental psychopathology. In this study, we tested the possibility of shared versus unique associations between inhibitory control and three common symptom dimensions in youth psychopathology: attention-deficit/hyperactivity disorder (ADHD), anxiety, and irritability. We quantified inhibitory control using four different experimental tasks to estimate a latent variable in 246 youth (8–18 years old) with varying symptom types and levels. Participants were recruited from the Washington, D.C., metro region. Results of structural equation modeling integrating a bifactor model of psychopathology revealed that inhibitory control predicted a shared or general psychopathology dimension, but not ADHD-specific, anxiety-specific, or irritability-specific dimensions. Inhibitory control also showed a significant, selective association with global efficiency in a frontoparietal control network delineated during resting-state functional magnetic resonance imaging. These results support performance-based inhibitory control linked to resting-state brain function as an important predictor of comorbidity in youth psychopathology.","University of Michigan, Ann Arbor","United States","0","17","In-Progress","all","489","4560","9.3","86","3200","16","92",NA,NA,NA,"Psychological Science","SAGE Publications Inc.","1990","2024",0,0,0,NA,NA,0
"70","09567976","2024","Manipulating Prior Beliefs Causally Induces Under and Overconfidence","Van Marcke, H., Denmat, P.L., Verguts, T., Desender, K.","Psychological Science","35","4","358-375","10.1177/09567976241231572","Van Marcke, H., Denmat, P.L., Verguts, T., Desender, K. (2024). Manipulating Prior Beliefs Causally Induces Under and Overconfidence. Psychological Science, 35(4), 358-375. https://doi.org/10.1177/09567976241231572","https://doi.org/10.1177/09567976241231572","4","Humans differ vastly in the confidence they assign to decisions. Although such under- and overconfidence relate to fundamental life outcomes, a computational account specifying the underlying mechanisms is currently lacking. We propose that prior beliefs in the ability to perform a task explain confidence differences across participants and tasks, despite similar performance. In two perceptual decision-making experiments, we show that manipulating prior beliefs about performance during training causally influences confidence in healthy adults (N = 50 each; Experiment 1: 8 men, one nonbinary; Experiment 2: 5 men) during a test phase, despite unaffected objective performance. This is true when prior beliefs are induced via manipulated comparative feedback and via manipulated training-phase difficulty. Our results were accounted for within an accumulation-to-bound model, explicitly modeling prior beliefs on the basis of earlier task exposure. Decision confidence is quantified as the probability of being correct conditional on prior beliefs, causing under- or overconfidence. We provide a fundamental mechanistic insight into the computations underlying under- and overconfidence.","Universiteit Gent","Belgium","0","4","In-Progress","all","489","4560","9.3","86","3200","16","92",NA,NA,NA,"Psychological Science","SAGE Publications Inc.","1990","2024",0,0,0,NA,NA,0
"71","09567976","2024","Bridging the Gap Between Self-Report and Behavioral Laboratory Measures: a Real-Time Driving Task With Inverse Reinforcement Learning","Lee, S.H., Song, M.S., Oh, M.H., Ahn, W.Y.","Psychological Science","35","4","345-357","10.1177/09567976241228503","Lee, S.H., Song, M.S., Oh, M.H., Ahn, W.Y. (2024). Bridging the Gap Between Self-Report and Behavioral Laboratory Measures: a Real-Time Driving Task With Inverse Reinforcement Learning. Psychological Science, 35(4), 345-357. https://doi.org/10.1177/09567976241228503","https://doi.org/10.1177/09567976241228503","0","A major challenge in assessing psychological constructs such as impulsivity is the weak correlation between self-report and behavioral task measures that are supposed to assess the same construct. To address this issue, we developed a real-time driving task called the “highway task,” in which participants often exhibit impulsive behaviors mirroring real-life impulsive traits captured by self-report questionnaires. Here, we show that a self-report measure of impulsivity is highly correlated with performance in the highway task but not with traditional behavioral task measures of impulsivity (47 adults aged 18–33 years). By integrating deep neural networks with an inverse reinforcement learning (IRL) algorithm, we inferred dynamic changes of subjective rewards during the highway task. The results indicated that impulsive participants attribute high subjective rewards to irrational or risky situations. Overall, our results suggest that using real-time tasks combined with IRL can help reconcile the discrepancy between self-report and behavioral task measures of psychological constructs.","Department of Psychology","South Korea","0","4","In-Progress","all","489","4560","9.3","86","3200","16","92",NA,NA,NA,"Psychological Science","SAGE Publications Inc.","1990","2024",0,0,0,NA,NA,0
"72","09567976","2024","A Universal Cognitive Bias in Word Order: Evidence From Speakers Whose Language Goes Against It","Martin, A., Adger, D., Abels, K., Kanampiu, P., Culbertson, J.","Psychological Science","35","3","304-311","10.1177/09567976231222836","Martin, A., Adger, D., Abels, K., Kanampiu, P., Culbertson, J. (2024). A Universal Cognitive Bias in Word Order: Evidence From Speakers Whose Language Goes Against It. Psychological Science, 35(3), 304-311. https://doi.org/10.1177/09567976231222836","https://doi.org/10.1177/09567976231222836","1","There is a long-standing debate in cognitive science surrounding the source of commonalities among languages of the world. Indeed, there are many potential explanations for such commonalities—accidents of history, common processes of language change, memory limitations, constraints on linguistic representations, and so on. Recent research has used psycholinguistic experiments to provide empirical evidence linking common linguistic patterns to specific features of human cognition, but these experiments tend to use English speakers, who in many cases have direct experience with the common patterns of interest. Here we highlight the importance of testing populations whose languages go against cross-linguistic trends. We investigate whether adult monolingual speakers of Kîîtharaka, which has an unusual way of ordering words, mirror the word-order preferences of English speakers. We find that they do, supporting the hypothesis that universal cognitive representations play a role in shaping word order.","College of Arts, Humanities and Social Sciences","United Kingdom","1","5","In-Progress","all","489","4560","9.3","86","3200","16","92",NA,NA,NA,"Psychological Science","SAGE Publications Inc.","1990","2024",0,0,0,NA,NA,0
"73","09567976","2024","Verbal Aggressions Against Major League Baseball Umpires Affect Their Decision Making","Guérette, J., Blais, C., Fiset, D.","Psychological Science","35","3","288-303","10.1177/09567976241227411","Guérette, J., Blais, C., Fiset, D. (2024). Verbal Aggressions Against Major League Baseball Umpires Affect Their Decision Making. Psychological Science, 35(3), 288-303. https://doi.org/10.1177/09567976241227411","https://doi.org/10.1177/09567976241227411","2","Excessively criticizing a perceived unfair decision is considered to be common behavior among people seeking to restore fairness. However, the effectiveness of this strategy remains unclear. Using an ecological environment where excessive criticism is rampant—Major League Baseball—we assess the impact of verbal aggression on subsequent home-plate umpire decision making during the 2010 to 2019 seasons (N = 153,255 pitches). Results suggest a two-sided benefit of resorting to verbal abuse. After being excessively criticized, home-plate umpires (N = 110 adults, employed in the United States) were less likely to call strikes to batters from the complaining team and more prone to call strikes to batters on the opposing team. A series of additional analyses lead us to reject an alternative hypothesis, namely that umpires, after ejecting the aggressor, seek to compensate for the negative consequences brought on by the loss of a teammate. Rather, our findings support the hypothesis that, under certain conditions, verbal aggression may offer an advantage to complainants.","Université du Québec en Outaouais","Canada","1","3","In-Progress","all","489","4560","9.3","86","3200","16","92",NA,NA,NA,"Psychological Science","SAGE Publications Inc.","1990","2024",0,0,0,NA,NA,0
"74","09567976","2024","Unlocking the Benefits of Gender Diversity: How an Ecological-Belonging Intervention Enhances Performance in Science Classrooms","Binning, K.R., Doucette, D., Conrique, B.G., Singh, C.","Psychological Science","35","3","226-238","10.1177/09567976231221534","Binning, K.R., Doucette, D., Conrique, B.G., Singh, C. (2024). Unlocking the Benefits of Gender Diversity: How an Ecological-Belonging Intervention Enhances Performance in Science Classrooms. Psychological Science, 35(3), 226-238. https://doi.org/10.1177/09567976231221534","https://doi.org/10.1177/09567976231221534","2","Gender diversity signals inclusivity, but meta-analyses suggest that it does not boost individual or group performance. This research examined whether a social-psychological intervention can unlock the benefits of gender diversity on college physics students’ social and academic outcomes. Analyses of 124 introductory physics classrooms at a large research institution in the eastern United States (N = 3,605) indicated that in classrooms doing “business as usual,” cross-gender collaboration was infrequent, there was a substantial gender gap in physics classroom belonging, and classroom gender diversity had no effect on performance. The ecological-belonging intervention aimed to establish classroom norms that adversity in the course is normal and surmountable. In classrooms receiving the intervention, cross-gender interaction increased 51%, the gender gap in belonging was reduced by 47%, and higher classroom diversity was associated with higher course grades and 1-year grade point average for both men and women. Addressing contextual belongingness norms may help to unlock the benefits of diversity.","St. Francis Xavier University","Canada","0","4","In-Progress","all","489","4560","9.3","86","3200","16","92",NA,NA,NA,"Psychological Science","SAGE Publications Inc.","1990","2024",0,0,0,NA,NA,0
"75","09567976","2024","Assessing Verbal Eyewitness Confidence Statements Using Natural Language Processing","Greenspan, R.L., Lyman, A., Heaton, P.","Psychological Science","35","3","277-287","10.1177/09567976241229028","Greenspan, R.L., Lyman, A., Heaton, P. (2024). Assessing Verbal Eyewitness Confidence Statements Using Natural Language Processing. Psychological Science, 35(3), 277-287. https://doi.org/10.1177/09567976241229028","https://doi.org/10.1177/09567976241229028","4","After an eyewitness completes a lineup, officers are advised to ask witnesses how confident they are in their identification. Although researchers in the lab typically study eyewitness confidence numerically, confidence in the field is primarily gathered verbally. In the current study, we used a natural language-processing approach to develop an automated model to classify verbal eyewitness confidence statements. Across a variety of stimulus materials and witnessing conditions, our model correctly classified adult witnesses’ (N = 4,541) level of confidence (i.e., high, medium, or low) 71% of the time. Confidence-accuracy calibration curves demonstrate that the model’s confidence classification performs similarly in predicting eyewitness accuracy compared to witnesses’ self-reported numeric confidence. Our model also furnishes a new metric, confidence entropy, that measures the vagueness of witnesses’ confidence statements and provides independent information about eyewitness accuracy. These results have implications for how empirical scientists collect confidence data and how police interpret eyewitness confidence statements.","University of Pennsylvania Carey Law School","United States","0","3","In-Progress","all","489","4560","9.3","86","3200","16","92",NA,NA,NA,"Psychological Science","SAGE Publications Inc.","1990","2024",0,0,0,NA,NA,0
"76","09567976","2024","Effects of Voice Pitch on Social Perceptions Vary With Relational Mobility and Homicide Rate","Aung, T., Hill, A.K., Hlay, J.K., Hess, C., Hess, M., Johnson, J., Doll, L., Carlson, S.M., Magdinec, C., G-Santoyo, I., Walker, R.S., Bailey, D., Arnocky, S., Kamble, S., Vardy, T., Kyritsis, T., Atkinson, Q., Jones, B., Burns, J., Koster, J., Palomo-Vélez, G., Tybur, J.M., Muñoz-Reyes, J., Choy, B.K.C., Li, N.P., Klar, V., Batres, C., Bascheck, P., Schild, C., Penke, L., Pazhoohi, F., Kemirembe, K., Valentova, J.V., Varella, M.A.C., da Silva, C.S.A., Borras-Guevara, M., Hodges-Simeon, C., Ernst, M., Garr, C., Chen, B.B., Puts, D.","Psychological Science","35","3","250-262","10.1177/09567976231222288","Aung, T., Hill, A.K., Hlay, J.K., Hess, C., Hess, M., Johnson, J., Doll, L., Carlson, S.M., Magdinec, C., G-Santoyo, I., Walker, R.S., Bailey, D., Arnocky, S., Kamble, S., Vardy, T., Kyritsis, T., Atkinson, Q., Jones, B., Burns, J., Koster, J., Palomo-Vélez, G., Tybur, J.M., Muñoz-Reyes, J., Choy, B.K.C., Li, N.P., Klar, V., Batres, C., Bascheck, P., Schild, C., Penke, L., Pazhoohi, F., Kemirembe, K., Valentova, J.V., Varella, M.A.C., da Silva, C.S.A., Borras-Guevara, M., Hodges-Simeon, C., Ernst, M., Garr, C., Chen, B.B., Puts, D. (2024). Effects of Voice Pitch on Social Perceptions Vary With Relational Mobility and Homicide Rate. Psychological Science, 35(3), 250-262. https://doi.org/10.1177/09567976231222288","https://doi.org/10.1177/09567976231222288","3","Fundamental frequency (fo) is the most perceptually salient vocal acoustic parameter, yet little is known about how its perceptual influence varies across societies. We examined how fo affects key social perceptions and how socioecological variables modulate these effects in 2,647 adult listeners sampled from 44 locations across 22 nations. Low male fo increased men’s perceptions of formidability and prestige, especially in societies with higher homicide rates and greater relational mobility in which male intrasexual competition may be more intense and rapid identification of high-status competitors may be exigent. High female fo increased women’s perceptions of flirtatiousness where relational mobility was lower and threats to mating relationships may be greater. These results indicate that the influence of fo on social perceptions depends on socioecological variables, including those related to competition for status and mates.","College of Arts &amp; Sciences","United States","1","41","In-Progress","all","489","4560","9.3","86","3200","16","92",NA,NA,NA,"Psychological Science","SAGE Publications Inc.","1990","2024",0,0,0,NA,NA,0
"77","09567976","2024","Racial Prejudice Affects Representations of Facial Trustworthiness","Hutchings, R.J., Freiburger, E., Sim, M., Hugenberg, K.","Psychological Science","35","3","263-276","10.1177/09567976231225094","Hutchings, R.J., Freiburger, E., Sim, M., Hugenberg, K. (2024). Racial Prejudice Affects Representations of Facial Trustworthiness. Psychological Science, 35(3), 263-276. https://doi.org/10.1177/09567976231225094","https://doi.org/10.1177/09567976231225094","3","What makes faces seem trustworthy? We investigated how racial prejudice predicts the extent to which perceivers employ racially prototypical cues to infer trustworthiness from faces. We constructed participant-level computational models of trustworthiness and White-to-Black prototypicality from U.S. college students’ judgments of White (Study 1, N = 206) and Black–White morphed (Study 3, N = 386) synthetic faces. Although the average relationships between models differed across stimuli, both studies revealed that as participants’ anti-Black prejudice increased and/or intergroup contact decreased, so too did participants’ tendency to conflate White prototypical features with trustworthiness and Black prototypical features with untrustworthiness. Study 2 (N = 324) and Study 4 (N = 397) corroborated that untrustworthy faces constructed from participants with pro-White preferences appeared more Black prototypical to naive U.S. adults, relative to untrustworthy faces modeled from other participants. This work highlights the important role of racial biases in shaping impressions of facial trustworthiness.","Indiana University Bloomington","United States","0","4","In-Progress","all","489","4560","9.3","86","3200","16","92",NA,NA,NA,"Psychological Science","SAGE Publications Inc.","1990","2024",0,0,0,NA,NA,0
"78","09567976","2024","Devaluation by Omission: Limited Identity Options Elicit Anger and Increase Identification","Fath, S., Proudfoot, D.","Psychological Science","35","3","239-249","10.1177/09567976231223416","Fath, S., Proudfoot, D. (2024). Devaluation by Omission: Limited Identity Options Elicit Anger and Increase Identification. Psychological Science, 35(3), 239-249. https://doi.org/10.1177/09567976231223416","https://doi.org/10.1177/09567976231223416","3","In the present research, we explored social-identity threat caused by subtle acts of omission, specifically situations in which social-identity information is requested but one’s identity is not among the options provided. We predicted that being unable to identify with one’s group—that is, in the demographics section of a survey—may signal social-identity devaluation, eliciting negative affect (e.g., anger) and increasing the importance of the omitted identity to group members’ sense of self. Six preregistered experiments (N = 2,964 adults) sampling members of two minority-identity groups (i.e., gender minorities and members of a minority political party) support these predictions. Our findings document the existence of a subtle but likely pervasive form of social-identity threat.","Cornell University School of Industrial and Labor Relations","United States","0","2","In-Progress","all","489","4560","9.3","86","3200","16","92",NA,NA,NA,"Psychological Science","SAGE Publications Inc.","1990","2024",0,0,0,NA,NA,0
"79","09567976","2024","When and Why People Conceal Infectious Disease","Merrell, W.N., Choi, S., Ackerman, J.M.","Psychological Science","35","3","215-225","10.1177/09567976231221990","Merrell, W.N., Choi, S., Ackerman, J.M. (2024). When and Why People Conceal Infectious Disease. Psychological Science, 35(3), 215-225. https://doi.org/10.1177/09567976231221990","https://doi.org/10.1177/09567976231221990","3","People sick with infectious illnesses face negative social outcomes, like exclusion, and may take steps to conceal their illnesses from others. In 10 studies of past, current, and projected illness, we examined the prevalence and predictors of infection concealment in adult samples of U.S. university students, health-care employees, and online crowdsourced workers (total N = 4,110). About 75% reported concealing illness in interpersonal interactions, possibly placing others in harm’s way. Concealment motives were largely social (e.g., wanting to attend events like parties) and achievement oriented (e.g., completing work objectives). Disease characteristics, including potential harm and illness immediacy, also influenced concealment decisions. People imagining harmful (vs. mild) infections concealed illness less frequently, whereas participants who were actually sick concealed frequently regardless of illness harm, suggesting state-specific biases underlying concealment decisions. Disease concealment appears to be a widely prevalent behavior by which concealers trade off risks to others in favor of their own goals, creating potentially important public-health consequences.","University of Michigan, Ann Arbor","United States","0","3","In-Progress","all","489","4560","9.3","86","3200","16","92",NA,NA,NA,"Psychological Science","SAGE Publications Inc.","1990","2024",0,0,0,NA,NA,0
"80","09567976","2024","Synchrony Influences Estimates of Cooperation in a Public-Goods Game","McEllin, L., Sebanz, N.","Psychological Science","35","2","202-212","10.1177/09567976231223410","McEllin, L., Sebanz, N. (2024). Synchrony Influences Estimates of Cooperation in a Public-Goods Game. Psychological Science, 35(2), 202-212. https://doi.org/10.1177/09567976231223410","https://doi.org/10.1177/09567976231223410","0","Benefiting from a cooperative interaction requires people to estimate how cooperatively other members of a group will act so that they can calibrate their own behavior accordingly. We investigated whether the synchrony of a group’s actions influences observers’ estimates of cooperation. Participants (recruited through Prolific) watched animations of actors deciding how much to donate in a public-goods game and using a mouse to drag donations to a public pot. Participants then estimated how much was in the pot in total (as an index of how cooperative they thought the group members were). Experiment 1 (N = 136 adults) manipulated the synchrony between players’ decision-making time, and Experiment 2 (N = 136 adults) manipulated the synchrony between players’ decision-implementing movements. For both experiments, estimates of how much was in the pot were higher for synchronous than asynchronous groups, demonstrating that the temporal dynamics of an interaction contain signals of a group’s level of cooperativity.","Central European University","Austria","1","2","In-Progress","all","489","4560","9.3","86","3200","16","92",NA,NA,NA,"Psychological Science","SAGE Publications Inc.","1990","2024",0,0,0,NA,NA,0
"81","09567976","2024","The (Un)ideal Physicist: How Humans Rely on Object Interaction for Friction Estimates","Karimpur, H., Wolf, C., Fiehler, K.","Psychological Science","35","2","191-201","10.1177/09567976231221789","Karimpur, H., Wolf, C., Fiehler, K. (2024). The (Un)ideal Physicist: How Humans Rely on Object Interaction for Friction Estimates. Psychological Science, 35(2), 191-201. https://doi.org/10.1177/09567976231221789","https://doi.org/10.1177/09567976231221789","0","To estimate object properties such as mass or friction, our brain relies on visual information to efficiently compute approximations. The role of sensorimotor feedback, however, is not well understood. Here we tested healthy adults (N = 79) in an inclined-plane problem, that is, how much a plane can be tilted before an object starts to slide, and contrasted the interaction group with observation groups who accessed involved forces by watching objects being manipulated. We created objects of different masses and levels of friction and asked participants to estimate the critical tilt angle after pushing an object, lifting it, or both. Estimates correlated with applied forces and were biased toward object mass, with higher estimates for heavier objects. Our findings highlight that inferences about physical object properties are tightly linked to the human sensorimotor system and that humans integrate sensorimotor information even at the risk of nonveridical perceptual estimates.","Justus-Liebig-Universität Gießen","Germany","1","3","In-Progress","all","489","4560","9.3","86","3200","16","92",NA,NA,NA,"Psychological Science","SAGE Publications Inc.","1990","2024",0,0,0,NA,NA,0
